,Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Year_of_Sales,Hit
3109,5329,EverGrace,PS2,2000.0,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,59.0,12.0,7.8,4.0,From Software,T,16.0,0
3110,5330,Enemy Territory: Quake Wars,PS3,2008.0,Shooter,Activision,0.23,0.07,0.0,0.04,60.0,30.0,6.4,14.0,"Z-Axis, Ltd.",T,8.0,0
3111,5331,Lunar 2: Eternal Blue Complete,PS,1999.0,Role-Playing,Kadokawa Shoten,0.19,0.13,0.0,0.02,86.0,12.0,8.9,37.0,Game Arts,T,17.0,0
3112,5334,MLB 06: The Show,PSP,2006.0,Sports,Sony Computer Entertainment,0.32,0.0,0.0,0.03,83.0,30.0,8.5,32.0,SCEA San Diego Studios,E,10.0,0
3113,5335,Over the Hedge,GC,2006.0,Platform,Activision,0.27,0.07,0.0,0.01,61.0,21.0,9.3,6.0,Edge of Reality,E10+,10.0,0
3114,5337,Charlie and the Chocolate Factory,PS2,2005.0,Adventure,Global Star,0.17,0.13,0.0,0.04,35.0,21.0,4.1,28.0,"High Voltage Software, Backbone Entertainment",E,11.0,0
3115,5338,TrackMania Turbo,PS4,2016.0,Action,Ubisoft,0.03,0.26,0.0,0.05,81.0,52.0,7.9,110.0,Nadeo,E,0.0,0
3116,5341,Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,Electronic Arts,0.2,0.11,0.0,0.03,85.0,14.0,6.7,7.0,Electronic Arts,E,5.0,0
3117,5342,Def Jam Icon,X360,2007.0,Action,Electronic Arts,0.3,0.01,0.0,0.03,69.0,48.0,6.3,108.0,EA Chicago,M,9.0,0
3118,5347,Dynasty Warriors 5 Empires,PS2,2006.0,Action,Tecmo Koei,0.11,0.09,0.12,0.03,62.0,23.0,9.1,24.0,Omega Force,T,10.0,0
3119,5348,Call of Duty: Ghosts,WiiU,2013.0,Shooter,Activision,0.22,0.09,0.01,0.03,69.0,6.0,3.4,256.0,Treyarch,M,3.0,0
3120,5349,Transformers: Dark of the Moon,PS3,2011.0,Action,Activision,0.11,0.18,0.0,0.06,57.0,41.0,5.6,27.0,High Moon Studios,T,5.0,0
3121,5350,SoulCalibur,DC,1999.0,Fighting,Namco Bandai Games,0.0,0.0,0.34,0.0,98.0,24.0,8.8,200.0,Namco,T,17.0,0
3122,5351,WipEout 3,PS,1999.0,Racing,Psygnosis,0.19,0.13,0.0,0.02,89.0,14.0,8.5,15.0,Psygnosis,E,17.0,0
3123,5356,WWE '12,Wii,2011.0,Fighting,THQ,0.23,0.08,0.0,0.03,74.0,6.0,5.2,9.0,Yuke's,T,5.0,0
3124,5357,WWE All Stars,X360,2011.0,Fighting,THQ,0.18,0.14,0.0,0.03,75.0,64.0,7.2,45.0,THQ,T,5.0,0
3125,5358,Mini Ninjas,PS3,2009.0,Action,Eidos Interactive,0.14,0.15,0.0,0.06,73.0,37.0,8.7,62.0,Io Interactive,E10+,7.0,0
3126,5359,Tekken Tag Tournament 2,X360,2012.0,Fighting,Namco Bandai Games,0.19,0.11,0.01,0.03,83.0,35.0,7.5,90.0,Namco Bandai Games,T,4.0,0
3127,5361,Driver 2 Advance,GBA,2002.0,Action,Atari,0.25,0.09,0.0,0.01,73.0,9.0,6.6,14.0,Sennari Interactive,T,14.0,0
3128,5362,Monster Rancher 4,PS2,2003.0,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,77.0,21.0,9.1,18.0,Tecmo,E,13.0,0
3129,5363,Mini Ninjas,DS,2009.0,Action,Eidos Interactive,0.16,0.15,0.0,0.04,61.0,10.0,5.8,4.0,Magic Pockets,E10+,7.0,0
3130,5364,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004.0,Adventure,Disney Interactive Studios,0.17,0.13,0.0,0.04,65.0,34.0,8.6,20.0,Capcom,E10+,12.0,0
3131,5366,Battalion Wars 2,Wii,2007.0,Strategy,Nintendo,0.22,0.02,0.08,0.02,75.0,38.0,7.6,45.0,Kuju Entertainment,T,9.0,0
3132,5367,MotorStorm: Arctic Edge,PS2,2009.0,Racing,Sony Computer Entertainment,0.07,0.03,0.0,0.25,72.0,10.0,8.3,6.0,Virtuos,T,7.0,0
3133,5371,Hitman: Contracts,XB,2004.0,Shooter,Eidos Interactive,0.26,0.07,0.0,0.01,78.0,44.0,8.8,15.0,Io Interactive,M,12.0,0
3134,5372,Supreme Commander 2,X360,2010.0,Strategy,Square Enix,0.23,0.09,0.0,0.03,75.0,28.0,7.1,23.0,Gas Powered Games,E10+,6.0,0
3135,5373,Thunderstrike: Operation Phoenix,PS2,2001.0,Simulation,Eidos Interactive,0.17,0.13,0.0,0.04,65.0,15.0,8.1,7.0,Core Design Ltd.,T,15.0,0
3136,5378,Racquet Sports,PS3,2010.0,Sports,Ubisoft,0.11,0.17,0.0,0.06,45.0,17.0,4.3,8.0,Asobo Studio,E,6.0,0
3137,5379,Company of Heroes 2,PC,2013.0,Strategy,THQ,0.06,0.25,0.0,0.04,80.0,82.0,2.1,6157.0,Relic,M,3.0,0
3138,5380,Trauma Center: Second Opinion,Wii,2006.0,Simulation,Nintendo,0.28,0.01,0.03,0.03,80.0,49.0,8.0,47.0,Atlus,T,10.0,0
3139,5382,WWE Day of Reckoning 2,GC,2005.0,Fighting,THQ,0.26,0.07,0.0,0.01,76.0,36.0,6.0,263.0,Yuke's,T,11.0,0
3140,5384,The Urbz: Sims in the City,XB,2004.0,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,70.0,28.0,6.5,10.0,Maxis,T,12.0,0
3141,5388,Rayman Legends,XOne,2014.0,Platform,Ubisoft,0.13,0.18,0.0,0.03,91.0,6.0,7.9,218.0,Ubisoft Montpellier,E10+,2.0,0
3142,5389,SpongeBob SquarePants: The Yellow Avenger,DS,2005.0,Action,THQ,0.31,0.0,0.0,0.02,67.0,5.0,7.6,10.0,Tantatus,E,11.0,0
3143,5390,Monopoly,PS3,2008.0,Misc,Electronic Arts,0.25,0.05,0.0,0.04,54.0,4.0,6.7,13.0,Electronic Arts,E,8.0,0
3144,5391,SimCity Creator,DS,2008.0,Simulation,Electronic Arts,0.29,0.02,0.0,0.03,69.0,16.0,7.3,8.0,Electronic Arts,E,8.0,0
3145,5393,Tenchu Z,X360,2006.0,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,56.0,51.0,7.3,58.0,K2 LLC,M,10.0,0
3146,5395,Conan,PS3,2007.0,Action,THQ,0.13,0.15,0.0,0.05,69.0,35.0,7.2,40.0,Nihilistic,M,9.0,0
3147,5398,Leisure Suit Larry: Magna Cum Laude,PS2,2004.0,Adventure,Vivendi Games,0.17,0.13,0.0,0.04,60.0,44.0,6.3,18.0,High Voltage Software,M,12.0,0
3148,5399,MVP 06 NCAA Baseball,XB,2006.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,75.0,29.0,8.6,17.0,EA Canada,E,10.0,0
3149,5400,Naruto Shippuden: Ultimate Ninja Impact,PSP,2011.0,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,59.0,16.0,7.2,26.0,Racjin,T,5.0,0
3150,5405,F.E.A.R.,X360,2006.0,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,85.0,44.0,7.3,131.0,Day 1 Studios,M,10.0,0
3151,5408,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,Ubisoft,0.22,0.09,0.0,0.03,77.0,49.0,7.9,78.0,Ubisoft,T,5.0,0
3152,5413,Herbie: Fully Loaded,GBA,2005.0,Racing,Disney Interactive Studios,0.24,0.09,0.0,0.01,47.0,9.0,6.8,4.0,Buena Vista Interactive,E,11.0,0
3153,5414,Teenage Mutant Ninja Turtles,GC,2003.0,Action,Konami Digital Entertainment,0.26,0.07,0.0,0.01,57.0,25.0,8.0,8.0,Konami,E,13.0,0
3154,5415,Kameo: Elements of Power,X360,2005.0,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,79.0,76.0,8.1,107.0,Rare Ltd.,T,11.0,0
3155,5417,Dynasty Warriors 6 Empires,PS3,2009.0,Action,Tecmo Koei,0.14,0.03,0.15,0.02,62.0,22.0,7.0,26.0,Omega Force,T,7.0,0
3156,5418,The Shoot,PS3,2010.0,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,60.0,39.0,6.2,11.0,Cohort Studios,T,6.0,0
3157,5422,Puzzle Quest: Challenge of the Warlords,DS,2007.0,Puzzle,D3Publisher,0.28,0.0,0.03,0.02,82.0,41.0,8.7,32.0,1st Playable Productions,E10+,9.0,0
3158,5423,Dynasty Warriors: Gundam 2,PS2,2008.0,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,52.0,8.0,6.5,8.0,Omega Force,T,8.0,0
3159,5424,Star Ocean: Second Evolution,PSP,2008.0,Role-Playing,Square Enix,0.14,0.01,0.16,0.02,75.0,37.0,7.1,26.0,TOSE,T,8.0,0
3160,5427,MXRider,PS2,2001.0,Racing,Atari,0.16,0.13,0.0,0.04,69.0,16.0,6.8,6.0,Paradigm Entertainment,E,15.0,0
3161,5429,Delta Force: Black Hawk Down,XB,2005.0,Shooter,NovaLogic,0.25,0.07,0.0,0.01,61.0,37.0,6.6,19.0,Climax Group,T,11.0,0
3162,5430,Pirates of the Caribbean: At World's End,X360,2007.0,Action,Disney Interactive Studios,0.29,0.02,0.0,0.03,58.0,42.0,5.3,21.0,Eurocom Entertainment Software,T,9.0,0
3163,5433,The Eye of Judgment,PS3,2007.0,Misc,Sony Computer Entertainment,0.28,0.0,0.02,0.03,75.0,43.0,8.2,51.0,SCEJ,T,9.0,0
3164,5435,Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006.0,Shooter,Ubisoft,0.21,0.11,0.0,0.01,66.0,14.0,6.0,27.0,Ubisoft Shanghai,T,10.0,0
3165,5438,NHL 09,PS3,2008.0,Sports,Electronic Arts,0.29,0.02,0.0,0.03,88.0,25.0,7.7,41.0,EA Canada,E10+,8.0,0
3166,5439,World of Final Fantasy,PS4,2016.0,Role-Playing,Square Enix,0.08,0.14,0.08,0.04,77.0,74.0,8.3,222.0,Square Enix,E10+,0.0,0
3167,5441,Banjo-Kazooie: Grunty's Revenge,GBA,2003.0,Platform,THQ,0.24,0.09,0.0,0.01,72.0,21.0,8.1,18.0,Rare Ltd.,E,13.0,0
3168,5444,NHL 17,PS4,2016.0,Sports,Electronic Arts,0.19,0.08,0.0,0.06,78.0,26.0,5.8,67.0,"EA Canada, EA Vancouver",E10+,0.0,0
3169,5445,Mega Man ZX Advent,DS,2007.0,Platform,Capcom,0.22,0.0,0.09,0.02,78.0,27.0,8.6,32.0,Inti Creates,E10+,9.0,0
3170,5447,NCAA Basketball 10,PS3,2009.0,Sports,Electronic Arts,0.31,0.0,0.0,0.03,75.0,17.0,7.8,6.0,EA Canada,E,7.0,0
3171,5449,Jeanne d'Arc,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.21,0.0,0.1,0.02,87.0,45.0,8.2,74.0,Level 5,T,10.0,0
3172,5453,Harry Potter and the Deathly Hallows - Part 2,X360,2011.0,Action,Electronic Arts,0.19,0.11,0.0,0.03,44.0,31.0,5.4,24.0,EA Bright Light,T,5.0,0
3173,5454,Avatar: The Last Airbender,DS,2006.0,Adventure,THQ,0.3,0.01,0.0,0.03,64.0,9.0,6.4,7.0,TOSE,E,10.0,0
3174,5455,Ape Escape Academy,PSP,2004.0,Misc,Sony Computer Entertainment,0.13,0.15,0.0,0.05,51.0,48.0,5.8,4.0,Shift,E10+,12.0,0
3175,5456,WWE Wrestlemania XIX,GC,2003.0,Fighting,THQ,0.26,0.07,0.0,0.01,76.0,26.0,8.7,47.0,Yuke's,T,13.0,0
3176,5457,The Sims 2,GC,2005.0,Simulation,Electronic Arts,0.26,0.07,0.0,0.01,73.0,22.0,8.3,8.0,Maxis,T,11.0,0
3177,5458,Hulk,XB,2003.0,Action,Universal Interactive,0.25,0.07,0.0,0.01,69.0,25.0,7.7,9.0,Radical Entertainment,T,13.0,0
3178,5459,Untold Legends: The Warriors Code,PSP,2006.0,Role-Playing,Ubisoft,0.14,0.12,0.0,0.08,65.0,46.0,8.3,28.0,Sony Online Entertainment,T,10.0,0
3179,5460,Klonoa 2: Lunatea's Veil,PS2,2001.0,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,91.0,18.0,9.1,72.0,Namco,E,15.0,0
3180,5461,Deus Ex: Invisible War,XB,2003.0,Shooter,Eidos Interactive,0.25,0.07,0.0,0.01,84.0,50.0,7.6,37.0,Ion Storm,M,13.0,0
3181,5464,The King of Fighters XIII,X360,2011.0,Fighting,Rising Star Games,0.23,0.06,0.01,0.03,79.0,31.0,8.2,51.0,SNK Playmore,T,5.0,0
3182,5466,Tak 2: The Staff of Dreams,GC,2004.0,Platform,THQ,0.26,0.07,0.0,0.01,75.0,22.0,8.6,8.0,Avalanche Software,E,12.0,0
3183,5467,Fracture,X360,2008.0,Shooter,LucasArts,0.15,0.14,0.0,0.04,63.0,60.0,6.2,45.0,Day 1 Studios,T,8.0,0
3184,5468,Ninja Blade,X360,2009.0,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,68.0,65.0,6.8,55.0,From Software,M,7.0,0
3185,5470,LEGO Batman 2: DC Super Heroes,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0.0,0.06,62.0,9.0,6.7,46.0,TT Games,E10+,4.0,0
3186,5471,Bee Movie Game,Wii,2007.0,Action,Activision,0.3,0.01,0.0,0.03,62.0,16.0,7.6,7.0,Smart Bomb Interactive,E,9.0,0
3187,5472,Kelly Slater's Pro Surfer,PS2,2002.0,Sports,Activision,0.16,0.13,0.0,0.04,77.0,19.0,8.4,15.0,Treyarch,E,14.0,0
3188,5473,Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,City Interactive,0.05,0.18,0.03,0.07,52.0,15.0,6.0,82.0,City Interactive,M,3.0,0
3189,5475,Legends of Wrestling II,PS2,2002.0,Fighting,Acclaim Entertainment,0.16,0.13,0.0,0.04,59.0,15.0,6.7,6.0,Acclaim,T,14.0,0
3190,5480,Virtua Tennis 2009,X360,2009.0,Sports,Sega,0.12,0.18,0.0,0.03,70.0,43.0,6.2,15.0,Sumo Digital,E,7.0,0
3191,5481,Street Fighter Alpha 3 MAX,PSP,2006.0,Fighting,Capcom,0.27,0.01,0.02,0.03,80.0,35.0,8.0,27.0,Capcom,T,10.0,0
3192,5482,MLB 09: The Show,PS2,2009.0,Sports,Sony Computer Entertainment,0.16,0.13,0.0,0.04,79.0,7.0,7.5,12.0,SCEA San Diego Studios,E,7.0,0
3193,5485,Classic NES Series: Castlevania,GBA,2004.0,Platform,Nintendo,0.17,0.06,0.09,0.01,74.0,10.0,8.6,12.0,Konami,E,12.0,0
3194,5487,Fight Night Round 3,XB,2006.0,Fighting,Electronic Arts,0.26,0.06,0.0,0.01,83.0,32.0,9.0,21.0,EA Chicago,T,10.0,0
3195,5489,Way of the Samurai 2,PS2,2003.0,Action,Capcom,0.05,0.04,0.23,0.01,59.0,32.0,9.0,24.0,Acquire,M,13.0,0
3196,5490,Planet Puzzle League,DS,2007.0,Puzzle,Nintendo,0.14,0.01,0.16,0.01,86.0,25.0,8.2,15.0,Intelligent Systems,E,9.0,0
3197,5493,Naruto: Rise of a Ninja,X360,2007.0,Action,Ubisoft,0.29,0.01,0.0,0.03,78.0,35.0,8.6,84.0,Ubisoft Montreal,T,9.0,0
3198,5494,Cabela's Dangerous Hunts 2011,PS3,2010.0,Sports,Activision,0.26,0.04,0.0,0.03,60.0,4.0,5.4,9.0,Activision,T,6.0,0
3199,5497,Disgaea 2: Cursed Memories,PS2,2006.0,Role-Playing,Tecmo Koei,0.09,0.07,0.15,0.02,84.0,54.0,6.4,42.0,Nippon Ichi Software,T,10.0,0
3200,5498,Clock Tower 3,PS2,2002.0,Adventure,Capcom,0.1,0.08,0.12,0.03,69.0,28.0,7.6,38.0,SunSoft,M,14.0,0
3201,5500,Etrian Odyssey,DS,2007.0,Role-Playing,Nintendo,0.19,0.02,0.09,0.02,75.0,30.0,8.5,37.0,"Lancarse, Atlus",T,9.0,0
3202,5501,Call Of Duty 2: Big Red One,GC,2005.0,Shooter,Activision,0.25,0.07,0.0,0.01,76.0,28.0,7.9,14.0,Treyarch,T,11.0,0
3203,5502,Dragon Ball Z: Extreme Butoden,3DS,2015.0,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,61.0,32.0,6.6,32.0,Arc System Works,T,1.0,0
3204,5504,Disgaea: Hour of Darkness,PS2,2003.0,Role-Playing,Tecmo Koei,0.16,0.13,0.0,0.04,84.0,42.0,8.9,74.0,Nippon Ichi Software,T,13.0,0
3205,5505,NeoGeo Battle Coliseum,PS2,2005.0,Fighting,Ignition Entertainment,0.16,0.13,0.0,0.04,66.0,21.0,8.8,6.0,SNK Playmore,T,11.0,0
3206,5506,Resonance of Fate,X360,2010.0,Role-Playing,Sega,0.12,0.13,0.06,0.03,74.0,43.0,7.7,96.0,Tri-Ace,T,6.0,0
3207,5507,Harry Potter and the Deathly Hallows - Part 2,Wii,2011.0,Action,Electronic Arts,0.17,0.13,0.0,0.03,47.0,6.0,6.6,5.0,EA Bright Light,T,5.0,0
3208,5509,SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006.0,Platform,THQ,0.25,0.07,0.0,0.01,74.0,5.0,7.7,12.0,Blitz Games,E,10.0,0
3209,5510,MLB 08: The Show,PSP,2008.0,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.02,83.0,14.0,8.4,12.0,SCEA San Diego Studios,E,8.0,0
3210,5513,Spy Kids 3-D: Game Over,GBA,2003.0,Platform,Disney Interactive Studios,0.24,0.09,0.0,0.01,62.0,4.0,7.7,6.0,Digital Eclipse,E,13.0,0
3211,5517,Power Rangers: Ninja Storm,GBA,2003.0,Misc,THQ,0.24,0.09,0.0,0.01,55.0,4.0,7.8,6.0,Natsume,E,13.0,0
3212,5519,Medal of Honor: Warfighter,PC,2012.0,Action,Electronic Arts,0.14,0.15,0.0,0.04,55.0,30.0,5.4,599.0,Danger Close,M,4.0,0
3213,5521,MVP Baseball 2005,GC,2005.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,88.0,20.0,8.7,16.0,EA Sports,E,11.0,0
3214,5523,SSX Blur,Wii,2007.0,Sports,Electronic Arts,0.29,0.01,0.0,0.03,74.0,52.0,8.1,60.0,EA Montreal,E,9.0,0
3215,5525,Danganronpa: Trigger Happy Havoc,PSV,2013.0,Misc,Nippon Ichi Software,0.09,0.05,0.15,0.04,80.0,55.0,8.1,235.0,Spike Chunsoft,M,3.0,0
3216,5527,Harry Potter and the Half-Blood Prince,PS3,2009.0,Action,Electronic Arts,0.15,0.12,0.0,0.05,66.0,35.0,7.1,17.0,EA Bright Light,E10+,7.0,0
3217,5530,Teen Titans,GC,2006.0,Action,THQ,0.25,0.07,0.0,0.01,63.0,11.0,6.9,11.0,Artificial Mind and Movement,E10+,10.0,0
3218,5532,MX vs. ATV Untamed,Wii,2008.0,Racing,THQ,0.28,0.02,0.0,0.02,70.0,7.0,8.3,9.0,Rainbow Studios,E,8.0,0
3219,5534,Binary Domain,PS3,2012.0,Action,Sega,0.09,0.07,0.14,0.03,72.0,33.0,8.2,179.0,Sega,M,4.0,0
3220,5539,DECA Sports Freedom,X360,2010.0,Sports,Hudson Soft,0.27,0.04,0.0,0.02,26.0,16.0,3.7,9.0,AI,E10+,6.0,0
3221,5542,Major League Baseball 2K6,XB,2006.0,Sports,Take-Two Interactive,0.24,0.07,0.0,0.01,71.0,21.0,5.7,12.0,Kush Games,E,10.0,0
3222,5543,Golden Axe: Beast Rider,X360,2008.0,Action,Sega,0.19,0.11,0.0,0.03,45.0,33.0,5.8,33.0,Secret Level,M,8.0,0
3223,5545,EA Playground,DS,2007.0,Sports,Electronic Arts,0.29,0.01,0.0,0.03,60.0,8.0,7.6,13.0,Piranha Games,E,9.0,0
3224,5548,The Witcher: Enhanced Edition,PC,2008.0,Role-Playing,Atari,0.32,0.01,0.0,0.0,86.0,30.0,8.5,1660.0,CD Projekt Red Studio,M,8.0,0
3225,5551,Mystery Case Files: The Malgrave Incident,Wii,2011.0,Adventure,Nintendo,0.17,0.13,0.0,0.03,65.0,26.0,8.2,5.0,Sanzaru Games,E,5.0,0
3226,5555,Iron Man 2,Wii,2010.0,Action,Sega,0.15,0.15,0.0,0.03,41.0,11.0,4.6,12.0,High Voltage Software,T,6.0,0
3227,5556,SWAT: Global Strike Team,PS2,2003.0,Shooter,Vivendi Games,0.16,0.12,0.0,0.04,69.0,21.0,7.8,16.0,Argonaut Games,M,13.0,0
3228,5560,Battlestations: Pacific,X360,2009.0,Strategy,Eidos Interactive,0.17,0.11,0.01,0.03,76.0,48.0,7.4,41.0,Eidos Interactive,T,7.0,0
3229,5561,Elebits,Wii,2006.0,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,75.0,46.0,7.4,33.0,Konami,E,10.0,0
3230,5563,Def Jam Rapstar,PS3,2010.0,Misc,Konami Digital Entertainment,0.25,0.04,0.0,0.03,75.0,25.0,6.3,4.0,"Terminal Reality, 4mm Games",T,6.0,0
3231,5564,Hatsune Miku: Project Mirai DX,3DS,2015.0,Misc,Sega,0.16,0.04,0.1,0.02,80.0,32.0,8.5,71.0,Sega,E10+,1.0,0
3232,5565,Just Dance 2016,XOne,2015.0,Misc,Ubisoft,0.25,0.04,0.0,0.03,66.0,10.0,6.1,18.0,Ubisoft,E10+,1.0,0
3233,5566,Golden Axe: Beast Rider,PS3,2008.0,Action,Sega,0.13,0.14,0.0,0.06,44.0,30.0,5.6,23.0,Secret Level,M,8.0,0
3234,5567,Dead Space 2,PC,2011.0,Shooter,Electronic Arts,0.13,0.15,0.0,0.04,87.0,28.0,8.3,974.0,Visceral Games,M,5.0,0
3235,5572,Kinetica,PS2,2001.0,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,77.0,21.0,8.3,21.0,SCE Santa Monica,T,15.0,0
3236,5573,The Black Eyed Peas Experience,X360,2011.0,Misc,Ubisoft,0.2,0.1,0.0,0.03,66.0,17.0,5.8,8.0,iNiS,T,5.0,0
3237,5574,NBA Street V3,XB,2005.0,Sports,Electronic Arts,0.28,0.03,0.0,0.01,89.0,41.0,8.9,10.0,EA Canada,E,11.0,0
3238,5577,Marvel: Ultimate Alliance 2,Wii,2009.0,Role-Playing,Activision,0.25,0.05,0.0,0.03,50.0,8.0,5.2,16.0,n-Space,T,7.0,0
3239,5578,Remember Me,PS3,2013.0,Action,Capcom,0.1,0.17,0.0,0.06,72.0,37.0,7.4,424.0,DONTNOD Entertainment,M,3.0,0
3240,5579,Silent Hill: Downpour,X360,2012.0,Action,Konami Digital Entertainment,0.22,0.08,0.0,0.02,68.0,38.0,7.3,269.0,Konami,M,4.0,0
3241,5581,Dead Rising 2: Off the Record,PS3,2011.0,Action,Capcom,0.11,0.08,0.1,0.03,72.0,31.0,7.1,35.0,Capcom Vancouver,M,5.0,0
3242,5583,Dragon Ball: XenoVerse,XOne,2015.0,Fighting,Namco Bandai Games,0.18,0.11,0.0,0.03,67.0,18.0,7.2,128.0,Dimps Corporation,T,1.0,0
3243,5584,Eternal Sonata,X360,2007.0,Role-Playing,Atari,0.19,0.04,0.08,0.02,79.0,56.0,7.9,97.0,Tri-Crescendo,T,9.0,0
3244,5585,Harvest Moon: Back to Nature,PS,1999.0,Simulation,Ubisoft,0.11,0.07,0.12,0.02,82.0,6.0,9.3,78.0,Victor Interactive Software,E,17.0,0
3245,5586,Dead or Alive 5,X360,2012.0,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.03,76.0,39.0,7.9,95.0,Team Ninja,M,4.0,0
3246,5590,Overlord II,X360,2009.0,Action,Codemasters,0.15,0.14,0.0,0.03,75.0,60.0,7.2,46.0,Triumph Studios,T,7.0,0
3247,5592,Dance Dance Revolution Universe,X360,2007.0,Simulation,Konami Digital Entertainment,0.3,0.0,0.0,0.02,74.0,26.0,8.8,5.0,Konami,E10+,9.0,0
3248,5594,Batman: Arkham Asylum,PC,2009.0,Action,Eidos Interactive,0.0,0.28,0.0,0.05,91.0,29.0,8.7,1736.0,Rocksteady Studios,T,7.0,0
3249,5595,"Warhammer 40,000: Squad Command",PSP,2007.0,Strategy,THQ,0.11,0.13,0.0,0.08,67.0,25.0,7.6,26.0,RedLynx,T,9.0,0
3250,5596,Darkwatch,PS2,2005.0,Shooter,Ubisoft,0.16,0.12,0.0,0.04,74.0,37.0,8.4,42.0,High Moon Studios,M,11.0,0
3251,5597,Tony Hawk's American Wasteland,X360,2005.0,Sports,Activision,0.28,0.01,0.0,0.03,75.0,43.0,7.2,21.0,Neversoft Entertainment,T,11.0,0
3252,5598,Beautiful Katamari,X360,2007.0,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,73.0,52.0,7.0,40.0,Now Production,E,9.0,0
3253,5602,Prince of Persia: The Sands of Time,GC,2003.0,Action,Ubisoft,0.25,0.06,0.0,0.01,92.0,33.0,8.4,41.0,Ubisoft,T,13.0,0
3254,5603,Harry Potter and the Deathly Hallows - Part 2,PS3,2011.0,Action,Electronic Arts,0.14,0.13,0.0,0.05,43.0,21.0,5.7,27.0,EA Bright Light,T,5.0,0
3255,5604,Sky Odyssey,PS2,2000.0,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04,79.0,18.0,8.4,9.0,CAProduction,E,16.0,0
3256,5609,World of Warcraft: Legion,PC,2016.0,Role-Playing,Activision,0.13,0.16,0.0,0.03,88.0,62.0,7.5,535.0,Blizzard Entertainment,T,0.0,0
3257,5610,Hatsune Miku: Project Diva F 2nd,PSV,2014.0,Misc,Sega,0.08,0.05,0.16,0.04,81.0,8.0,8.4,69.0,Sega,T,2.0,0
3258,5611,Bleach: Shattered Blade,Wii,2006.0,Fighting,Sega,0.21,0.01,0.08,0.02,58.0,30.0,7.5,24.0,Polygon Magic,T,10.0,0
3259,5612,FIFA Street 3,PS3,2008.0,Sports,Electronic Arts,0.08,0.18,0.0,0.06,63.0,37.0,6.9,19.0,EA Canada,E,8.0,0
3260,5615,FIFA 2001 Major League Soccer,PS,2000.0,Sports,Electronic Arts,0.18,0.12,0.0,0.02,85.0,10.0,7.8,5.0,EA Sports,E,16.0,0
3261,5616,Operation Flashpoint: Red River,PS3,2011.0,Shooter,Codemasters,0.06,0.14,0.07,0.05,67.0,36.0,6.3,18.0,Codemasters,M,5.0,0
3262,5619,DiRT 2,PSP,2009.0,Racing,Sony Computer Entertainment,0.09,0.15,0.0,0.08,55.0,13.0,5.7,10.0,Codemasters,E10+,7.0,0
3263,5621,Frogger's Adventures: The Rescue,PS2,2003.0,Platform,Konami Digital Entertainment,0.16,0.12,0.0,0.04,59.0,12.0,8.5,6.0,Konami,E,13.0,0
3264,5622,Silent Hill HD Collection,PS3,2012.0,Action,Konami Digital Entertainment,0.15,0.1,0.03,0.04,70.0,33.0,4.8,136.0,Hijinx Studios,M,4.0,0
3265,5625,Karaoke Revolution Volume 3,PS2,2004.0,Misc,Konami Digital Entertainment,0.16,0.12,0.0,0.04,82.0,25.0,7.8,10.0,Harmonix Music Systems,E,12.0,0
3266,5627,Army of Two: The 40th Day,PSP,2010.0,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,49.0,11.0,6.0,32.0,"Buzz Monkey, EA Montreal",M,6.0,0
3267,5630,Persona 4: Dancing All Night,PSV,2015.0,Misc,Nippon Ichi Software,0.09,0.04,0.15,0.04,76.0,51.0,8.6,83.0,"Atlus, Dingo Inc.",T,1.0,0
